accession_id,assembly,level,biosample,strain,taxonomy,taxid,coverage,platform,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count
GCA_003604045.1,Scaffold,QTMR00000000,SAMN09734281,AF15-23LB,Bacteroides sp. AF15-23LB,2292916,100x,Illumina Hiseq,5475636,22,0,0,55,253595,7,170614,71696,77,234741,8,363,0,55,55
GCA_003603235.1,Scaffold,QTMP00000000,SAMN09734310,AF16-29,Bacteroides sp. AF16-29,2292917,100x,Illumina Hiseq,5481272,22,0,0,56,248895,8,115040,71708,78,242056,8,220,0,56,56
GCA_003479375.1,Scaffold,QUHA00000000,SAMN09734316,AF16-49,Bacteroides sp. AF16-49,2292192,100x,Illumina Hiseq,4865238,25,0,0,68,170271,10,83604,37776,93,122944,13,476,0,68,68
GCA_003603315.1,Scaffold,QTMO00000000,SAMN09734319,AF16-7,Bacteroides sp. AF16-7,2292918,100x,Illumina Hiseq,5103541,28,0,0,110,129825,11,66647,30130,138,122156,12,844,0,110,110
GCA_003604075.1,Scaffold,QTMN00000000,SAMN09734321,AF17-1,Bacteroides sp. AF17-1,2292919,100x,Illumina Hiseq,5621806,13,0,0,53,216394,7,150350,78895,66,205575,8,130,0,53,53
GCA_003603175.1,Scaffold,QTML00000000,SAMN09734362,AF18-33,Bacteroides sp. AF18-33,2292920,100x,Illumina Hiseq,4837064,15,0,0,74,175669,7,105714,51479,89,175669,8,188,0,74,74
GCA_003603065.1,Scaffold,QTMH00000000,SAMN09734409,AF20-13LB,Bacteroides sp. AF20-13LB,2292921,100x,Illumina Hiseq,4993547,17,0,0,45,288328,8,220111,90850,62,269276,8,221,0,45,45
GCA_003603015.1,Scaffold,QTMF00000000,SAMN09734488,AF25-17LB,Bacteroides sp. AF25-17LB,2292922,100x,Illumina Hiseq,4747821,21,0,0,61,178898,8,105336,46452,82,170447,9,346,0,61,61
GCA_003603075.1,Scaffold,QTME00000000,SAMN09734489,AF25-18,Bacteroides sp. AF25-18,2292923,100x,Illumina Hiseq,5778756,28,0,0,93,197201,10,95040,35673,121,192554,10,304,0,93,93
GCA_003602995.1,Scaffold,QTMD00000000,SAMN09734502,AF25-38AC,Bacteroides sp. AF25-38AC,2292924,100x,Illumina Hiseq,5074582,18,0,0,94,135424,13,81997,34890,112,126432,13,180,0,94,94
GCA_003602965.1,Scaffold,QTMC00000000,SAMN09734504,AF25-5LB,Bacteroides sp. AF25-5LB,2292925,100x,Illumina Hiseq,4668245,10,0,0,53,196877,8,137520,82084,63,196877,8,100,0,53,53
GCA_003602945.1,Scaffold,QTMB00000000,SAMN09734509,AF26-10BH,Bacteroides sp. AF26-10BH,2292926,100x,Illumina Hiseq,4823286,16,0,0,85,148251,11,84252,38117,101,141614,11,273,0,85,85
GCA_003458235.1,Scaffold,QRTS00000000,SAMN09734518,AF26-7BH,Bacteroides sp. AF26-7BH,2292193,100x,Illumina Hiseq,6673468,39,0,0,111,135759,16,68222,39830,150,127245,17,586,0,111,111
GCA_003603055.1,Scaffold,QTMA00000000,SAMN09734521,AF27-10BH,Bacteroides sp. AF27-10BH,2292927,100x,Illumina Hiseq,4668250,29,0,0,92,150617,10,96646,40729,121,145982,11,290,0,92,92
GCA_003458155.1,Scaffold,QRTK00000000,SAMN09734534,AF27-33,Bacteroides sp. AF27-33,2292194,100x,Illumina Hiseq,7056870,21,0,0,92,151930,13,110522,41807,113,151930,13,307,0,92,92
GCA_003602895.1,Scaffold,QTLY00000000,SAMN09734550,AF29-11,Bacteroides sp. AF29-11,2292928,100x,Illumina Hiseq,4692051,21,0,0,31,473575,4,318107,222209,52,372333,5,449,0,31,31
GCA_003602805.1,Scaffold,QTLX00000000,SAMN09734588,AF32-15BH,Bacteroides sp. AF32-15BH,2292929,100x,Illumina Hiseq,5219111,37,0,0,107,126288,14,77569,40413,144,113855,15,426,0,107,107
GCA_003435205.1,Scaffold,QVLZ00000000,SAMN09734594,AF32-8BH,Bacteroides sp. AF32-8BH,2302925,100x,Illumina Hiseq,7260257,29,0,0,124,133044,18,74468,40775,153,125392,19,385,0,124,124
GCA_003603995.1,Scaffold,QTLW00000000,SAMN09734602,AF33-23,Bacteroides sp. AF33-23,2292930,100x,Illumina Hiseq,4824176,15,0,0,87,144215,10,110007,36581,102,144215,10,242,0,87,87
GCA_003602795.1,Scaffold,QTLV00000000,SAMN09734614,AF34-31BH,Bacteroides sp. AF34-31BH,2292931,100x,Illumina Hiseq,4724527,14,0,0,43,265559,5,188519,127227,57,200446,6,240,0,43,43
GCA_003603935.1,Scaffold,QTLU00000000,SAMN09734627,AF35-22,Bacteroides sp. AF35-22,2292932,100x,Illumina Hiseq,4764919,36,0,0,76,219885,8,145787,51580,112,196616,9,437,0,76,76
GCA_003603955.1,Scaffold,QTLS00000000,SAMN09734637,AF36-11BH,Bacteroides sp. AF36-11BH,2292933,100x,Illumina Hiseq,4754680,19,0,0,105,137687,12,75007,29010,124,116684,14,328,0,105,105
GCA_003602755.1,Scaffold,QTLQ00000000,SAMN09734659,AF37-16AC,Bacteroides sp. AF37-16AC,2292934,100x,Illumina Hiseq,4948845,18,0,0,87,164238,11,108879,47768,105,151167,12,39046,0,87,87
GCA_003436015.1,Scaffold,QTLO00000000,SAMN09734681,AF39-10AT,Bacteroides sp. AF39-10AT,2292935,100x,Illumina Hiseq,5363399,30,0,0,89,202535,9,117005,51023,119,147182,12,345,0,89,89
GCA_003474285.1,Scaffold,QROH00000000,SAMN09734683,AF39-11AC,Bacteroides sp. AF39-11AC,2291999,100x,Illumina Hiseq,6486514,18,0,0,39,618669,5,383388,189737,57,432362,6,194,0,39,39
GCA_003602735.1,Scaffold,QTLN00000000,SAMN09734686,AF39-16AC,Bacteroides sp. AF39-16AC,2292936,100x,Illumina Hiseq,4917973,23,0,0,83,166808,9,90018,46455,106,139537,9,798,0,83,83
GCA_003472765.1,Scaffold,QRMU00000000,SAMN09734742,AM07-16,Bacteroides sp. AM07-16,2292000,100x,Illumina Hiseq,3481777,11,0,0,39,244685,5,182160,86983,50,213610,5,577,0,39,39
GCA_003602695.1,Scaffold,QTLM00000000,SAMN09734743,AM07-18,Bacteroides sp. AM07-18,2292937,100x,Illumina Hiseq,4585294,21,0,0,46,252241,5,140062,77999,67,200029,6,210,0,46,46
GCA_003472565.1,Scaffold,QRME00000000,SAMN09734768,AM10-21B,Bacteroides sp. AM10-21B,2292001,100x,Illumina Hiseq,3747128,8,0,0,21,353973,5,313378,119671,29,353973,5,94,0,21,21
GCA_003602705.1,Scaffold,QTLK00000000,SAMN09734820,AM16-13,Bacteroides sp. AM16-13,2292938,100x,Illumina Hiseq,6038626,38,0,0,91,182949,12,125693,67420,129,138955,14,404,0,91,91
GCA_003435895.1,Scaffold,QTUT00000000,SAMN09734822,AM16-15,Bacteroides sp. AM16-15,2292939,100x,Illumina Hiseq,4178998,43,0,0,92,145629,7,97473,31109,135,126999,9,738,0,92,92
GCA_003471885.1,Scaffold,QRKI00000000,SAMN09734829,AM16-24,Bacteroides sp. AM16-24,2292002,100x,Illumina Hiseq,5652331,34,0,0,55,243073,8,144755,92123,89,195043,9,340,0,55,55
GCA_003434605.1,Scaffold,QTLG00000000,SAMN09734877,AM18-9,Bacteroides sp. AM18-9,2292940,100x,Illumina Hiseq,5682782,89,0,0,109,226002,10,104488,44163,198,160050,11,2615,0,109,109
GCA_003435685.1,Scaffold,QTUN00000000,SAMN09734914,AM22-3LB,Bacteroides sp. AM22-3LB,2292941,100x,Illumina Hiseq,3948010,17,0,0,63,179079,9,93444,49289,80,136522,11,187,0,63,63
GCA_003434395.1,Scaffold,QTLF00000000,SAMN09736274,AM23-12,Bacteroides sp. AM23-12,2292942,100x,Illumina Hiseq,5870302,28,0,0,118,136152,11,78888,43059,146,136152,12,876,0,118,118
GCA_003434615.1,Scaffold,QTLE00000000,SAMN09736280,AM23-18,Bacteroides sp. AM23-18,2292943,100x,Illumina Hiseq,5540748,17,0,0,64,207825,7,120581,67729,81,188943,8,258,0,64,64
GCA_003462285.1,Scaffold,QTYS00000000,SAMN09736317,AM25-34,Bacteroides sp. AM25-34,2292944,100x,Illumina Hiseq,4177369,21,0,0,71,121231,13,70112,37820,92,96053,15,239,0,71,71
GCA_003603775.1,Scaffold,QTNP00000000,SAMN09736327,AM26-11,Bacteroides sp. AM26-11,2292945,100x,Illumina Hiseq,4858823,46,0,0,71,115401,11,79675,36670,117,112732,13,1304,0,71,71
GCA_003603665.1,Scaffold,QTNO00000000,SAMN09736333,AM26-2,Bacteroides sp. AM26-2,2292946,100x,Illumina Hiseq,4624769,19,0,0,56,252560,5,112649,51209,75,163133,6,509,0,56,56
GCA_003603635.1,Scaffold,QTNM00000000,SAMN09736344,AM27-13,Bacteroides sp. AM27-13,2292947,100x,Illumina Hiseq,4799933,47,0,0,64,164850,10,81616,59401,111,150683,12,1303,0,64,64
GCA_003603585.1,Scaffold,QTNJ00000000,SAMN09736384,AM28-6,Bacteroides sp. AM28-6,2292948,100x,Illumina Hiseq,5593575,54,0,0,108,248896,8,109440,39860,162,205589,11,846,0,108,108
GCA_003603545.1,Scaffold,QTNI00000000,SAMN09736411,AM30-16,Bacteroides sp. AM30-16,2292949,100x,Illumina Hiseq,4683741,27,0,0,61,189371,9,140776,47108,88,189371,9,450,0,61,61
GCA_003603515.1,Scaffold,QTNH00000000,SAMN09736434,AM32-11AC,Bacteroides sp. AM32-11AC,2292950,100x,Illumina Hiseq,4692899,21,0,0,43,257260,7,200485,102102,64,204408,9,398,0,43,43
GCA_003603455.1,Scaffold,QTNF00000000,SAMN09736496,AM37-9,Bacteroides sp. AM37-9,2292951,100x,Illumina Hiseq,6147705,27,0,0,97,133231,15,79113,43564,124,115092,16,358,0,97,97
GCA_003603495.1,Scaffold,QTNE00000000,SAMN09736530,AM41-16,Bacteroides sp. AM41-16,2292952,100x,Illumina Hiseq,4905507,4,0,0,57,175313,10,112540,76066,61,152858,11,40,0,57,57
GCA_003603395.1,Scaffold,QTNB00000000,SAMN09736581,AM44-19,Bacteroides sp. AM44-19,2292953,100x,Illumina Hiseq,4931503,6,0,0,68,274056,5,135822,58268,74,274056,5,60,0,68,68
GCA_003602845.1,Scaffold,QTNA00000000,SAMN09736629,AM51-7,Bacteroides sp. AM51-7,2292954,100x,IonProton,4765454,1,0,0,65,140118,13,80636,50283,66,140118,13,163,0,65,65
GCA_003602935.1,Scaffold,QTMZ00000000,SAMN09736639,AM54-2NS,Bacteroides sp. AM54-2NS,2292955,100x,IonProton,6382683,4,0,0,162,120989,18,56911,25487,166,120989,18,911,0,162,162
GCA_003435255.1,Scaffold,QVMA00000000,SAMN09736645,AM56-10ce,Bacteroides sp. AM56-10ce,2302926,100x,IonProton,7053306,2,0,0,298,66442,32,36263,15692,300,66442,32,838,0,298,298
GCA_003602825.1,Scaffold,QTMY00000000,SAMN09736658,CF01-10NS,Bacteroides sp. CF01-10NS,2292956,100x,IonProton,6613620,1,0,0,314,44555,47,26268,12348,315,44555,47,134,0,314,314
GCA_003436345.1,Contig,QSPE00000000,SAMN09736992,TM06-34,Bacteroides sp. D20,585543,100x,IonProton,4273483,0,0,0,,,,,,132,71187,20,0,0,132,132
GCA_003436255.1,Scaffold,QSOO00000000,SAMN09737012,TM09-11,Bacteroides sp. D20,585543,100x,Illumina Hiseq,4887024,11,0,0,55,227754,8,124668,76548,66,227754,8,135,0,55,55
GCA_003438145.1,Scaffold,QSTH00000000,SAMN09736848,OM08-13,Bacteroides sp. D20,585543,100x,Illumina Hiseq,4307636,8,0,0,24,299136,5,154779,105764,32,251602,6,276,0,24,24
GCA_003463205.1,Scaffold,QSCU00000000,SAMN09736680,OF02-3LB,Bacteroides sp. OF02-3LB,2292280,100x,Illumina Hiseq,6810738,31,0,0,109,186125,11,116519,51558,140,186125,11,310,0,109,109
GCA_003604005.1,Scaffold,QTMW00000000,SAMN09736688,OF03-11BH,Bacteroides sp. OF03-11BH,2292957,100x,Illumina Hiseq,6871891,36,0,0,146,138693,16,59298,28361,182,132614,16,543,0,146,146
GCA_003477995.1,Scaffold,QUEM00000000,SAMN09736708,OF04-15BH,Bacteroides sp. OF04-15BH,2292281,100x,Illumina Hiseq,3751971,34,0,0,120,95296,13,53397,22527,154,95296,13,405,0,120,120
GCA_003439055.1,Scaffold,QSUR00000000,SAMN09736792,OM05-10AA,Bacteroides sp. OM05-10AA,2292282,100x,Illumina Hiseq,7054608,15,0,0,95,151674,15,99674,41443,110,135085,16,243,0,95,95
GCA_003438995.1,Scaffold,QSUN00000000,SAMN09736797,OM05-12,Bacteroides sp. OM05-12,2292283,100x,Illumina Hiseq,4475735,14,0,0,64,178294,7,79123,36074,78,121174,8,140,0,64,64
GCA_003438665.1,Scaffold,QSTJ00000000,SAMN09736844,OM08-11,Bacteroides sp. OM08-11,2292284,100x,Illumina Hiseq,3878769,7,0,0,22,461110,3,239555,178479,29,459291,3,201,0,22,22
GCA_003438615.1,Scaffold,QSTC00000000,SAMN09736854,OM08-17BH,Bacteroides sp. OM08-17BH,2292285,100x,Illumina Hiseq,4036027,26,0,0,41,325212,5,109695,72277,67,303475,6,759,0,41,41
GCA_003463365.1,Scaffold,QSCF00000000,SAMN09736702,OF03-9BH,Bacteroides stercorirosoris,871324,100x,IonProton,6092914,2,0,0,154,111717,16,56617,25218,156,111717,16,1392,0,154,154
GCA_003463895.1,Contig,QSED00000000,SAMN09736623,AM50-6,Bacteroides stercoris,46506,100x,IonProton,3841364,0,0,0,,,,,,44,223587,7,0,0,44,44
GCA_003463835.1,Contig,QSEA00000000,SAMN09736626,AM51-2BH,Bacteroides stercoris,46506,100x,IonProton,3858122,0,0,0,,,,,,94,94372,12,0,0,94,94
GCA_003462745.1,Scaffold,QRXZ00000000,SAMN09734311,AF16-30,Bacteroides stercoris,46506,100x,Illumina Hiseq,3997770,40,0,0,81,138129,8,52849,25081,121,109800,10,566,0,81,81
GCA_003458275.1,Scaffold,QRTW00000000,SAMN09734512,AF26-20BH,Bacteroides stercoris,46506,100x,Illumina Hiseq,3918114,31,0,0,81,122110,10,54094,23830,112,94594,12,806,0,81,81
GCA_003458395.1,Scaffold,QRUE00000000,SAMN09734499,AF25-30AC,Bacteroides stercoris,46506,100x,Illumina Hiseq,4331642,28,0,0,66,150284,9,87274,39508,94,139515,10,482,0,66,66
GCA_003458365.1,Scaffold,QRUB00000000,SAMN09734505,AF25-6,Bacteroides stercoris,46506,100x,Illumina Hiseq,4315173,15,0,0,64,178679,6,75019,37621,79,173887,7,160,0,64,64
GCA_003460185.1,Scaffold,QRWN00000000,SAMN09734387,AF19-2,Bacteroides stercoris,46506,100x,Illumina Hiseq,3973524,16,0,0,94,78257,16,43426,29354,110,71250,19,659,0,94,94
GCA_003466675.1,Contig,QSET00000000,SAMN09736600,AM47-5,Bacteroides stercoris,46506,100x,IonProton,3810507,0,0,0,,,,,,74,112861,12,0,0,74,74
GCA_003465625.1,Scaffold,QSBD00000000,SAMN09734188,AF05-4,Bacteroides stercoris,46506,100x,Illumina Hiseq,3880952,9,0,0,66,123550,10,69096,44106,75,118861,11,90,0,66,66
GCA_003464965.1,Scaffold,QSAF00000000,SAMN09734224,AF12-7,Bacteroides stercoris,46506,100x,Illumina Hiseq,4015577,11,0,0,45,146645,8,82309,49091,56,138681,10,287,0,45,45
GCA_003464035.1,Contig,QSEJ00000000,SAMN09736614,AM49-4,Bacteroides stercoris,46506,100x,IonProton,3892011,0,0,0,,,,,,102,90924,13,0,0,102,102
GCA_003470005.1,Scaffold,QSKU00000000,SAMN09736347,AM27-18,Bacteroides stercoris,46506,100x,Illumina Hiseq,3977398,41,0,0,89,109624,12,47090,21638,130,85365,14,629,0,89,89
GCA_003469855.1,Scaffold,QSKH00000000,SAMN09736369,AM28-15,Bacteroides stercoris,46506,100x,Illumina Hiseq,3791877,27,0,0,68,90332,13,57640,42475,95,69429,16,490,0,68,68
GCA_003468685.1,Scaffold,QSIW00000000,SAMN09736438,AM32-16LB,Bacteroides stercoris,46506,100x,Illumina Hiseq,3995062,33,0,0,111,63688,17,36335,20194,144,60688,19,810,0,111,111
GCA_003468175.1,Scaffold,QSGN00000000,SAMN09736523,AM40-34,Bacteroides stercoris,46506,100x,Illumina Hiseq,4100528,41,0,0,137,72414,16,40691,18541,178,66176,17,751,0,137,137
GCA_003468355.1,Scaffold,QSHQ00000000,SAMN09736487,AM36-9BH,Bacteroides stercoris,46506,100x,Illumina Hiseq,4271349,72,0,0,118,89980,14,36573,18774,190,81036,18,1262,0,118,118
GCA_003438545.1,Scaffold,QSSP00000000,SAMN09736875,TF05-14,Bacteroides stercoris,46506,100x,Illumina Hiseq,3833821,25,0,0,75,123146,8,58553,26293,100,114156,10,430,0,75,75
GCA_003438025.1,Scaffold,QSSV00000000,SAMN09736868,TF03-6,Bacteroides stercoris,46506,100x,Illumina Hiseq,4270503,22,0,0,61,162499,9,79834,44338,83,136880,10,362,0,61,61
GCA_003436415.1,Contig,QSPH00000000,SAMN09736989,TM06-26,Bacteroides stercoris,46506,100x,IonProton,3672134,0,0,0,,,,,,132,54147,22,0,0,132,132
GCA_003470305.1,Scaffold,QRHJ00000000,SAMN09736302,AM25-16,Bacteroides stercoris,46506,100x,Illumina Hiseq,4221790,37,0,0,187,58455,22,34962,12608,224,51496,24,1111,0,187,187
GCA_003474175.1,Scaffold,QRNY00000000,SAMN09734693,AF41-6,Bacteroides stercoris,46506,100x,IonProton,4071869,1,0,0,179,57046,21,30475,12411,180,54412,21,122,0,179,179
GCA_003474945.1,Scaffold,QRPN00000000,SAMN09734625,AF35-20,Bacteroides stercoris,46506,100x,Illumina Hiseq,3989490,27,0,0,60,217814,7,93896,38329,87,173991,7,306,0,60,60
GCA_003474995.1,Scaffold,QRPP00000000,SAMN09734622,AF35-14BH,Bacteroides stercoris,46506,100x,Illumina Hiseq,3982724,26,0,0,59,207074,7,66666,38317,85,173982,7,397,0,59,59
GCA_003475165.1,Scaffold,QROW00000000,SAMN09734657,AF37-11AC,Bacteroides stercoris,46506,100x,Illumina Hiseq,3975883,33,0,0,111,77929,14,40255,17923,144,71423,15,613,0,111,111
GCA_003474715.1,Scaffold,QROV00000000,SAMN09734658,AF37-12,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6532363,42,0,0,105,160972,13,106457,44638,147,146766,14,617,0,105,105
GCA_003474005.1,Scaffold,QRNI00000000,SAMN09734716,AF45-16BH,Bacteroides thetaiotaomicron,818,100x,IonProton,6404173,2,0,0,225,62319,33,38217,19491,227,62319,33,461,0,225,225
GCA_003472055.1,Scaffold,QRKS00000000,SAMN09734814,AM15-10,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6060376,29,0,0,47,435333,6,197894,113437,76,281634,7,547,0,47,47
GCA_003472675.1,Scaffold,QRMM00000000,SAMN09734755,AM09-21,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6423029,29,0,0,72,306368,7,114417,49489,101,278057,8,468,0,72,72
GCA_003439845.1,Scaffold,QSVZ00000000,SAMN09736717,OF05-16BH,Bacteroides thetaiotaomicron,818,100x,IonProton,6490474,1,0,0,355,40611,47,22234,9774,356,40611,47,100,0,355,355
GCA_003469685.1,Scaffold,QSLC00000000,SAMN09736331,AM26-17LB,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,5892252,11,0,0,46,404662,5,178353,92908,57,362883,6,224,0,46,46
GCA_003469365.1,Scaffold,QSJP00000000,SAMN09736414,AM30-26,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6909977,50,0,0,85,192535,12,108960,55719,135,168155,14,14895,0,85,85
GCA_003464695.1,Scaffold,QRZK00000000,SAMN09734252,AF14-20,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6186877,15,0,0,62,299930,6,151229,68933,77,205461,9,520,0,62,62
GCA_003466025.1,Scaffold,QSBR00000000,SAMN09734171,AF03-26,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6170437,21,0,0,63,272712,8,118087,48029,84,212650,10,259,0,63,63
GCA_003458585.1,Scaffold,QRUV00000000,SAMN09734465,AF24-19LB,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6100796,20,0,0,47,277351,8,155047,112162,67,218664,9,265,0,47,47
GCA_003457815.1,Scaffold,QRTE00000000,SAMN09734544,AF28-2,Bacteroides thetaiotaomicron,818,100x,Illumina Hiseq,6397762,28,0,0,56,255956,10,130110,72066,84,188408,11,289,0,56,56
GCA_003463855.1,Scaffold,QSEB00000000,SAMN09736625,AM51-2,Bacteroides thetaiotaomicron,818,100x,IonProton,5910608,1,0,0,165,90312,23,50485,23848,166,90312,23,167,0,165,165
GCA_003463095.1,Contig,QSCP00000000,SAMN09736686,OF03-10BH,Bacteroides thetaiotaomicron,818,100x,IonProton,6372846,0,0,0,,,,,,240,58885,36,0,0,240,240
GCA_003463375.1,Contig,QSCL00000000,SAMN09736692,OF03-17,Bacteroides uniformis,820,100x,IonProton,4895468,0,0,0,,,,,,123,99624,17,0,0,123,123
GCA_003463315.1,Scaffold,QSCC00000000,SAMN09736707,OF04-14,Bacteroides uniformis,820,100x,Illumina Hiseq,4481452,7,0,0,53,234496,7,104153,50143,60,223074,7,70,0,53,53
GCA_003463925.1,Contig,QSEE00000000,SAMN09736622,AM50-4,Bacteroides uniformis,820,100x,IonProton,4898836,0,0,0,,,,,,80,176638,9,0,0,80,80
GCA_003457925.1,Scaffold,QRTH00000000,SAMN09734539,AF28-11,Bacteroides uniformis,820,100x,Illumina Hiseq,4602560,22,0,0,46,407839,4,243562,82941,68,319362,6,293,0,46,46
GCA_003460085.1,Scaffold,QRXV00000000,SAMN09734330,AF17-20,Bacteroides uniformis,820,100x,Illumina Hiseq,4957414,14,0,0,63,178468,9,113768,78649,77,148719,10,144,0,63,63
GCA_003459325.1,Scaffold,QRVP00000000,SAMN09734434,AF21-53,Bacteroides uniformis,820,100x,Illumina Hiseq,4856052,34,0,0,70,179218,8,98529,41487,104,179218,8,638,0,70,70
GCA_003459625.1,Scaffold,QRWL00000000,SAMN09734391,AF19-23,Bacteroides uniformis,820,100x,Illumina Hiseq,4854399,11,0,0,53,213287,7,123211,60966,64,213287,7,110,0,53,53
GCA_003459585.1,Scaffold,QRWJ00000000,SAMN09734398,AF19-3LB,Bacteroides uniformis,820,100x,Illumina Hiseq,4616357,17,0,0,66,185311,8,111342,45505,83,156245,9,215,0,66,66
GCA_003466885.1,Scaffold,QSFH00000000,SAMN09736574,AM43-9,Bacteroides uniformis,820,100x,Illumina Hiseq,4659866,16,0,0,59,205426,8,103443,54654,75,179787,9,161,0,59,59
GCA_003466245.1,Scaffold,QSOF00000000,SAMN09737024,TM10-17,Bacteroides uniformis,820,100x,Illumina Hiseq,4604809,19,0,0,66,151461,11,93196,56108,85,146132,12,769,0,66,66
GCA_003464785.1,Scaffold,QRZP00000000,SAMN09734246,AF14-14,Bacteroides uniformis,820,100x,Illumina Hiseq,5539408,28,0,0,100,141750,10,80255,47687,128,121336,13,500,0,100,100
GCA_003464525.1,Scaffold,QRZC00000000,SAMN09734261,AF14-42,Bacteroides uniformis,820,100x,Illumina Hiseq,5592715,42,0,0,131,121336,14,75931,37994,173,108800,15,531,0,131,131
GCA_003469535.1,Scaffold,QSKL00000000,SAMN09736363,AM27-46,Bacteroides uniformis,820,100x,IonProton,4765693,1,0,0,70,163530,7,85953,58336,71,163530,7,54,0,70,70
GCA_003469475.1,Scaffold,QSKD00000000,SAMN09736383,AM28-49,Bacteroides uniformis,820,100x,Illumina Hiseq,4597964,52,0,0,93,160392,9,93530,42060,145,136745,11,1023,0,93,93
GCA_003469465.1,Scaffold,QSJZ00000000,SAMN09736392,AM29-12AC,Bacteroides uniformis,820,100x,Illumina Hiseq,4858376,12,0,0,52,227321,7,119173,75080,64,227321,8,120,0,52,52
GCA_003469435.1,Scaffold,QSJV00000000,SAMN09736404,AM29-2AC,Bacteroides uniformis,820,100x,Illumina Hiseq,4615473,16,0,0,62,185311,8,121115,46807,78,162146,9,160,0,62,62
GCA_003469415.1,Scaffold,QSJU00000000,SAMN09736405,AM29-4LB,Bacteroides uniformis,820,100x,Illumina Hiseq,4617488,14,0,0,60,185323,7,111352,46815,74,185323,8,140,0,60,60
GCA_003468865.1,Scaffold,QSJJ00000000,SAMN09736420,AM30-49,Bacteroides uniformis,820,100x,Illumina Hiseq,4921765,16,0,0,41,319494,6,169124,81198,57,221211,7,360,0,41,41
GCA_003468755.1,Scaffold,QSJC00000000,SAMN09736429,AM31-23,Bacteroides uniformis,820,100x,Illumina Hiseq,4668978,7,0,0,54,198617,9,142879,58621,61,198617,9,109,0,54,54
GCA_003469025.1,Scaffold,QSJY00000000,SAMN09736397,AM29-1AC,Bacteroides uniformis,820,100x,Illumina Hiseq,4874190,9,0,0,51,227321,7,119173,75080,60,227321,7,90,0,51,51
GCA_003468325.1,Scaffold,QSHJ00000000,SAMN09736495,AM37-7,Bacteroides uniformis,820,100x,Illumina Hiseq,4425574,17,0,0,59,269005,7,86604,41220,76,141682,10,170,0,59,59
GCA_003468465.1,Scaffold,QSIF00000000,SAMN09736465,AM34-25,Bacteroides uniformis,820,100x,IonProton,4999809,1,0,0,122,96881,14,54777,28537,123,96881,14,436,0,122,122
GCA_003467505.1,Scaffold,QSHA00000000,SAMN09736507,AM39-1,Bacteroides uniformis,820,100x,Illumina Hiseq,4480961,7,0,0,35,285408,6,158570,113109,42,278367,7,219,0,35,35
GCA_003439685.1,Scaffold,QSUW00000000,SAMN09736782,OM04-14BH,Bacteroides uniformis,820,100x,Illumina Hiseq,4633591,10,0,0,38,279066,5,178560,107668,48,261601,6,175,0,38,38
GCA_003438985.1,Scaffold,QSUO00000000,SAMN09736796,OM05-11BH,Bacteroides uniformis,820,100x,Illumina Hiseq,4715503,18,0,0,47,226237,8,134441,76675,65,191671,9,781,0,47,47
GCA_003439225.1,Scaffold,QSVA00000000,SAMN09736771,OM03-4,Bacteroides uniformis,820,100x,Illumina Hiseq,4993856,8,0,0,64,217048,8,101653,57201,72,217048,8,107,0,64,64
GCA_003436475.1,Scaffold,QSPV00000000,SAMN09736974,TM04-30,Bacteroides uniformis,820,100x,Illumina Hiseq,4626421,31,0,0,62,292725,6,126592,66209,93,292725,6,450,0,62,62
GCA_003438205.1,Scaffold,QSTL00000000,SAMN09736841,OM07-9,Bacteroides uniformis,820,100x,Illumina Hiseq,4735098,6,0,0,44,223459,7,168973,83594,50,223459,8,73,0,44,44
GCA_003438465.1,Scaffold,QSUM00000000,SAMN09736798,OM05-12BH,Bacteroides uniformis,820,100x,Illumina Hiseq,4772137,8,0,0,40,242875,7,180856,106589,48,211971,8,80,0,40,40
GCA_003437605.1,Scaffold,QSRB00000000,SAMN09736925,TF09-22,Bacteroides uniformis,820,100x,Illumina Hiseq,4832690,9,0,0,46,241334,7,145973,105104,55,232328,7,130,0,46,46
GCA_003437205.1,Scaffold,QSRU00000000,SAMN09736902,TF07-2,Bacteroides uniformis,820,100x,Illumina Hiseq,4748699,12,0,0,60,229674,8,113123,52274,72,215163,9,120,0,60,60
